M-34-101-A-b-3-3-1,-
M-34-101-A-c-1-1-3,Czarny Potok
M-34-101-A-c-1-1-4,Czarny Staw
M-34-101-A-c-1-1-2,Dubrawiska
M-34-101-A-c-1-1-3,Dwoisty Staw
M-34-101-A-c-1-1-4,Dolina Gąsienicowa
M-34-101-A-c-1-1-1,Dolina Gąsienicowa
M-34-101-A-c-1-1-1,Hala Gąsienicowa
M-34-101-A-c-1-1-1,Gąsienicowy Las
M-34-101-A-c-1-1-1,Kolano
M-34-101-A-c-1-1-4,Kolebiska
M-34-101-A-c-1-1-1,Kopa Magury
M-34-101-A-c-1-1-1,Królowa Wyżnia
M-34-101-A-c-1-1-1,Królowe Rówienki
M-34-101-A-c-1-1-4,Krzyż
M-34-101-A-c-1-1-3,Kurtkowiec
M-34-101-A-c-1-1-4,Łopata
M-34-101-A-c-1-1-3,Mały Kościelec
M-34-101-A-c-1-1-1,Mechy
M-34-101-A-c-1-1-1,Mokra Jama
M-34-101-A-c-1-1-2,Pańszczycka Skałka
M-34-101-A-c-1-1-2,Pańszczycki Żleb
M-34-101-A-c-1-1-2,Pańszczycki Żleb
M-34-101-A-c-1-1-3,Roztoka Stawiańska
M-34-101-A-c-1-1-1,Stawiańskie Rówienki
M-34-101-A-c-1-1-1,Sucha Woda
M-34-101-A-c-1-1-2,Sucha Woda
M-34-101-A-c-1-1-1,Świński Żlebek
M-34-101-A-c-1-1-2,Wolarczyska
M-34-101-A-c-1-1-3,Wschodni Dwoisty Staw
M-34-101-A-c-1-1-3,Zachodni Dwoisty Staw
M-34-101-A-c-1-1-4,Zadni Upłaz
M-34-101-A-c-1-1-2,Zadni Upłaz
M-34-101-A-c-1-1-1,Zagony
M-34-101-A-c-1-1-4,Żółta Igła
M-34-101-A-c-1-1-4,Żółta Przełęcz
M-34-101-A-c-1-1-4,Żółta Turnia
M-34-101-A-c-1-1-2,Żółty Potok
M-34-101-A-c-1-1-2,Żółty Potok
M-34-101-A-c-1-1-2,Żółty Potok
M-34-101-A-c-1-1-1,Magurska Przełęcz
M-34-101-A-c-1-1-4,Czarna Gąsienicowa Dolina
M-34-101-A-c-1-1-4,Żleb Pietscha
M-34-101-A-c-1-1-4,Żebro Czecha
M-34-101-A-c-1-1-4,Przełączka pod Fajki
M-34-101-A-c-1-1-3,Morena
M-34-101-A-c-1-1-2,Morena
M-34-101-A-c-1-1-2,Zielona Pasza
M-34-101-A-c-1-1-1,Magurska Płaśń
M-34-100-B-a-2-1-1,Czarny Dunajec
M-34-100-B-a-2-1-4,Czarny Dunajec
M-34-100-B-a-2-1-1,Garczkowski
M-34-100-B-a-2-1-2,Gawroński
M-34-100-B-a-2-1-2,Gawroński
M-34-100-B-a-2-1-2,Gawroński
M-34-100-B-a-2-1-1,Greków Potok
M-34-100-B-a-2-1-1,Greków Potok
M-34-100-B-a-2-1-1,Greków Potok
M-34-100-B-a-2-1-4,Iwański
M-34-100-B-a-2-1-4,Iwański
M-34-100-B-a-2-1-4,Magura
M-34-100-B-a-2-1-3,Magura
M-34-100-B-a-2-1-2,Pasieka
M-34-100-B-a-2-1-3,Pohradzka Polana
M-34-100-B-a-2-1-3,Skoruszów Potok
M-34-100-B-a-2-1-4,Snury
M-34-100-B-a-2-1-1,Tylkowski Potok
M-34-100-B-a-2-1-2,Droga Dworska
M-34-100-B-a-2-1-2,Wierchowa Droga
M-34-100-B-a-2-1-4,Droga przez Gubałówkę
M-34-100-B-a-2-1-4,Polana Kojsówka
M-34-100-B-b-4-1-4,Dolina Białego
M-34-100-B-b-4-1-2,Las Białego
M-34-100-B-b-4-1-1,Biały Potok
M-34-100-B-b-4-1-2,Biały Potok
M-34-100-B-b-4-1-4,Biały Potok
M-34-100-B-b-4-1-4,Biały Potok
M-34-100-B-b-4-1-1,Biały Potok
M-34-100-B-b-4-1-2,Czarny Potok
M-34-100-B-b-4-1-2,Czarny Potok
M-34-100-B-b-4-1-2,Czarny Potok
M-34-100-B-b-4-1-3,Dziura
M-34-100-B-b-4-1-2,Foluszowy Potok
M-34-100-B-b-4-1-2,Foluszowy Potok
M-34-100-B-b-4-1-3,Grześkówki
M-34-100-B-b-4-1-4,Jastrzębia Turnia
M-34-100-B-b-4-1-4,Kopa nad Białym
M-34-100-B-b-4-1-4,Koryciska
M-34-100-B-b-4-1-3,Dolina ku Dziurze
M-34-100-B-b-4-1-1,Lipki
M-34-100-B-b-4-1-3,Łomnik
M-34-100-B-b-4-1-3,Młyniska
M-34-100-B-b-4-1-1,Młyniska
M-34-100-B-b-4-1-1,Młyniska
M-34-100-B-b-4-1-4,Dolina nad Capkami
M-34-100-B-b-4-1-3,Spadowiec
M-34-100-B-b-4-1-1,Spadowiec
M-34-100-B-b-4-1-3,Spadowiec
M-34-100-B-b-4-1-1,Spadowiec
M-34-100-B-b-4-1-3,Spadowiec
M-34-100-B-b-4-1-3,Spadowiec
M-34-100-B-b-4-1-3,Spaleniec
M-34-100-B-b-4-1-3,Strążyska
M-34-100-B-b-4-1-3,Strążyski Potok
M-34-100-B-b-4-1-3,Strążyski Potok
M-34-100-B-b-4-1-1,Walczacki Wierch
M-34-100-B-b-4-1-1,Walczacki Potok
M-34-100-B-b-4-1-4,Walowa Polana
M-34-100-B-b-4-1-1,Wierszyki
M-34-100-B-b-4-1-3,Dziura Wyżnia
M-34-100-B-b-4-1-3,Lisia Jama
M-34-100-B-b-4-1-4,Kogutki
M-34-100-B-b-4-1-4,Żleb pod Kogutkami
M-34-100-B-b-4-1-3,Polana pod Spadowcem
M-34-100-B-b-4-1-2,Park Dzieci i Młodzieży
M-34-100-B-b-4-1-3,Droga pod Reglami
M-34-100-B-b-4-1-4,Nad Walową
M-34-100-B-b-4-1-3,Grześkówka
M-34-100-B-b-4-1-2,Olimp
M-34-100-B-b-4-1-3,Ściana nad Dziurą
M-34-100-B-b-4-3-3,Banie
M-34-100-B-b-4-3-1,Białe
M-34-100-B-b-4-3-3,Biały Potok
M-34-100-B-b-4-3-1,Biały Potok
M-34-100-B-b-4-3-1,Biały Potok
M-34-100-B-b-4-3-4,Bystra
M-34-100-B-b-4-3-4,Jaskinia Bystra
M-34-100-B-b-4-3-1,Czerwona Przełęcz
M-34-100-B-b-4-3-3,Czoło
M-34-100-B-b-4-3-3,Długi Giewont
M-34-100-B-b-4-3-4,Dudnica
M-34-100-B-b-4-3-3,Dziadowiec
M-34-100-B-b-4-3-3,Dziura nad Doliną Strążyską
M-34-100-B-b-4-3-4,Dziura za Głazami
M-34-100-B-b-4-3-4,Herbik
M-34-100-B-b-4-3-1,Igła
M-34-100-B-b-4-3-3,Jaskinia Juhaska
M-34-100-B-b-4-3-4,Kalatówki
M-34-100-B-b-4-3-4,Kalacka Kopa
M-34-100-B-b-4-3-4,Kalacka Turnia
M-34-100-B-b-4-3-4,Jaskinia Kalacka
M-34-100-B-b-4-3-4,Kalacki Upłaz
M-34-100-B-b-4-3-4,Kalackie Koryto
M-34-100-B-b-4-3-4,Kalackie Siodło
M-34-100-B-b-4-3-3,Klasztory
M-34-100-B-b-4-3-3,Klasztory
M-34-100-B-b-4-3-3,Koło
M-34-100-B-b-4-3-3,Kominek Giewontowy
M-34-100-B-b-4-3-4,Kozi Korytarz
M-34-100-B-b-4-3-2,Krokiew
M-34-100-B-b-4-3-2,Mała Krokiew
M-34-100-B-b-4-3-2,Przełęcz Białego
M-34-100-B-b-4-3-3,Niżnia Sucha Przełęcz
M-34-100-B-b-4-3-4,Ogarle
M-34-100-B-b-4-3-4,Opalone
M-34-100-B-b-4-3-3,Ostry Karb
M-34-100-B-b-4-3-2,Patyki
M-34-100-B-b-4-3-2,Popod Perci
M-34-100-B-b-4-3-3,Potargany Źleb
M-34-100-B-b-4-3-3,Ruda Nyża
M-34-100-B-b-4-3-1,Sarnia Skała
M-34-100-B-b-4-3-2,Siwarowe
M-34-100-B-b-4-3-2,Siwarowe Gazdowskie
M-34-100-B-b-4-3-2,Siwarowe Pańskie
M-34-100-B-b-4-3-2,Siwarowe Siodło
M-34-100-B-b-4-3-2,Siwarowy Żleb
M-34-100-B-b-4-3-1,Spaleniec
M-34-100-B-b-4-3-3,Dolina Sucha
M-34-100-B-b-4-3-3,Suchy Wierch
M-34-100-B-b-4-3-3,Szczerba
M-34-100-B-b-4-3-3,Szeroki Karb
M-34-100-B-b-4-3-3,Świstówka
M-34-100-B-b-4-3-3,Urwany Żleb
M-34-100-B-b-4-3-3,Wielka Rówień
M-34-100-B-b-4-3-3,Wielki Upłaz
M-34-100-B-b-4-3-3,Wolarnia
M-34-100-B-b-4-3-4,Wrótka
M-34-100-B-b-4-3-1,Wymyte
M-34-100-B-b-4-3-4,Wywierzysko Bystrej
M-34-100-B-b-4-3-2,Wyżnia Przełęcz Białego
M-34-100-B-b-4-3-3,Wyżnia Sucha Przełęcz
M-34-100-B-b-4-3-3,Zameczki
M-34-100-B-b-4-3-1,Sarnia Skałka
M-34-100-B-b-4-3-3,Zdziarchy
M-34-100-B-b-4-3-3,Zdziarchy
M-34-100-B-b-4-3-3,Dziura w Szczerbie Pierwsza
M-34-100-B-b-4-3-3,Dziura w Szczerbie Druga
M-34-100-B-b-4-3-4,Frapująca Nyża
M-34-100-B-b-4-3-4,Kalacka Nyża Pierwsza
M-34-100-B-b-4-3-4,Kalacka Nyża Druga
M-34-100-B-b-4-3-4,Kalacka Szczelina
M-34-100-B-b-4-3-4,Kalacki Tunelik
M-34-100-B-b-4-3-3,Kozia Grota
M-34-100-B-b-4-3-4,Mokra Koleba
M-34-100-B-b-4-3-3,Nyża Giewontowa
M-34-100-B-b-4-3-4,Nyża z Mostem
M-34-100-B-b-4-3-4,Płaska Nyża
M-34-100-B-b-4-3-3,Studnia w Giewoncie
M-34-100-B-b-4-3-4,Szczelina pod Frapującą Nyżą
M-34-100-B-b-4-3-3,Szczelina pod Głazem
M-34-100-B-b-4-3-4,Szczelina w Suchym Żlebie
M-34-100-B-b-4-3-3,Szczelina w Giewoncie Pierwsza
M-34-100-B-b-4-3-3,Szczelina w Giewoncie Druga
M-34-100-B-b-4-3-3,Jaskinia Zawaliskowa w Długim Giewoncie
M-34-100-B-b-4-3-1,Sarni Żleb
M-34-100-B-b-4-3-4,Scieżka nad Reglami
M-34-100-B-b-4-3-2,Scieżka nad Reglami
M-34-100-B-b-4-3-1,Wolarzysko
M-34-100-B-b-4-3-3,Szczerbinka
M-34-100-B-b-4-3-3,Kazalnica Giewoncka
M-34-100-B-b-4-3-3,Skośny Żleb
M-34-100-B-b-4-3-3,Łopaty
M-34-100-B-b-4-3-3,Suchy Grzbiet
M-34-100-B-b-4-3-3,Suchy Grzbiet
M-34-100-B-b-4-3-3,Suchy Grzbiet
M-34-100-B-b-4-3-3,Turnia nad Białem
M-34-100-B-b-4-3-3,Wyżnie Wrótka
M-34-100-B-b-4-3-1,Szczytki
M-34-100-B-b-4-3-2,Żleb pod Patyki
M-34-100-B-b-4-3-4,Żleb pod Wrótka
M-34-100-B-b-4-3-3,Słupy
M-34-100-B-b-4-3-4,Biały Grzbiet
M-34-100-B-b-4-3-2,Na Patykach
M-34-100-B-b-4-3-4,Kalacki Grzbiet
M-34-100-B-b-4-3-4,Kalacki Żleb
M-34-100-B-b-4-3-3,Sucha Czubka
M-34-100-B-b-4-3-1,Zawieszka
M-34-100-B-b-4-3-1,Wyżnia Zawieszka
M-34-100-B-b-4-3-2,Biała Czuba
M-34-100-B-b-4-3-2,Na Patykach
M-34-100-B-c-1-1-2,Bobrowiecka Przełęcz
M-34-100-B-c-1-1-2,Bobrowiecki Potok
M-34-100-B-c-1-1-2,Bobrowiecki Upłaz
M-34-100-B-c-1-1-4,Czoło
M-34-100-B-c-1-1-4,Dolinczański Potok
M-34-100-B-c-1-1-4,Dolinczański Potok
M-34-100-B-c-1-1-4,Dolinczański Żleb
M-34-100-B-c-1-1-4,Dolinka
M-34-100-B-c-1-1-4,Grześ
M-34-100-B-c-1-1-2,Jambrowy Wierch
M-34-100-B-c-1-1-4,Kruźlik
M-34-100-B-c-1-1-4,Łuczniańska Przełęcz
M-34-100-B-c-1-1-4,Upalone
M-34-100-B-c-1-1-4,Czoło
M-34-101-A-a-2-4-2,Cyrla nad Białką
M-34-101-A-a-2-4-4,Kotrysówka
M-34-101-A-a-2-4-1,Kramarzówka
M-34-101-A-a-2-4-1,Poroniec
M-34-101-A-a-2-4-3,Poroniec
M-34-101-A-a-2-4-4,Poroniec
M-34-101-A-a-2-4-3,Sołtysówka
M-34-101-A-a-2-4-1,Szymkówka
M-34-101-A-a-2-4-4,Kiczora Wyżnia
M-34-101-A-a-2-4-1,Zadni Wierch
M-34-101-A-a-2-4-2,Zawierszański Potok
M-34-101-A-a-2-4-1,Kobyłówka
M-34-101-A-a-2-4-1,Jędrysówka
M-34-101-A-a-2-4-1,Zubkówka
M-34-101-A-a-2-4-1,Jarkula
M-34-101-A-a-2-4-1,Pod Markiem
M-34-101-A-a-2-4-4,Kobyle Łomy
M-34-101-A-a-2-4-4,Za Rynias
M-34-101-A-a-2-4-3,Droga Oswalda Balzera
M-34-101-A-a-2-4-2,Głodówka
M-34-101-A-a-4-3-2,Antek
M-34-101-A-a-4-3-4,Czerwone Brzeżki
M-34-101-A-a-4-3-1,Filipczańska Polana
M-34-101-A-a-4-3-1,Filipka
M-34-101-A-a-4-3-1,Filipka
M-34-101-A-a-4-3-3,Gęsia Szyja
M-34-101-A-a-4-3-2,Hala Jaworzyna Rusinowa
M-34-101-A-a-4-3-1,Łomy
M-34-101-A-a-4-3-4,Niżnia Kopka
M-34-101-A-a-4-3-3,Przysłop Waksmundzki
M-34-101-A-a-4-3-3,Rówień Waksmundzka
M-34-101-A-a-4-3-4,Rusinowa Polana
M-34-101-A-a-4-3-2,Spiwlów Zrąb
M-34-101-A-a-4-3-3,Suchy Wierch
M-34-101-A-a-4-3-4,Waksmundzki Potok
M-34-101-A-a-4-3-4,Waksmundzki Potok
M-34-101-A-a-4-3-3,Waksmundzki Potok
M-34-101-A-a-4-3-4,Waksmundzkie Rówienki
M-34-101-A-a-4-3-3,Waksmundzkie Ścianki
M-34-101-A-a-4-3-2,Wiktorówki
M-34-101-A-a-4-3-2,Wojskowy Zrąb
M-34-101-A-a-4-3-1,Wyżnia Filipczańska Przełęcz
M-34-101-A-a-4-3-1,Zadnia Kopa Sołtysia
M-34-101-A-a-4-3-1,Zadnia Sołtysia Przełęcz
M-34-101-A-a-4-3-2,Dolina Złota
M-34-101-A-a-4-3-2,Złoty Potok
M-34-101-A-a-4-3-2,Złoty Potok
M-34-101-A-a-4-3-2,Złoty Wierch
M-34-101-A-a-4-3-3,Waksmundzka Przełęcz
M-34-101-A-a-4-3-2,Siedlarska Droga
M-34-101-A-c-4-3-2,Bula pod Rysami
M-34-101-A-c-4-3-1,Chłopek
M-34-101-A-c-4-3-2,Ciężka Przełączka
M-34-101-A-c-4-3-1,Czarnostawiańska Przełęcz
M-34-101-A-c-4-3-1,Długi Piarg
M-34-101-A-c-4-3-1,Dymiąca Woda
M-34-101-A-c-4-3-1,Dymiąca Woda
M-34-101-A-c-4-3-1,Dymiąca Woda
M-34-101-A-c-4-3-1,Hińczowa Turnia
M-34-101-A-c-4-3-1,Hińczowe Czuby
M-34-101-A-c-4-3-1,Kazalnica
M-34-101-A-c-4-3-1,Kocioł Kazalnicy
M-34-101-A-c-4-3-2,Kocioł pod Rysami
M-34-101-A-c-4-3-1,Mała Rogata Szczerbina
M-34-101-A-c-4-3-1,Mała Wołowa Szczerbina
M-34-101-A-c-4-3-1,Mięguszowiecka Przełęcz pod Chłopkiem
M-34-101-A-c-4-3-1,Mięguszowiecki Czarny
M-34-101-A-c-4-3-1,Mięguszowiecki Kocioł
M-34-101-A-c-4-3-1,Mięguszowiecki Szczyt Pośredni
M-34-101-A-c-4-3-2,Niżnie Rysy
M-34-101-A-c-4-3-1,Płaśń za Kazalnicą
M-34-101-A-c-4-3-2,Półki
M-34-101-A-c-4-3-2,Przełęcz pod Rysami
M-34-101-A-c-4-3-2,Rysy
M-34-101-A-c-4-3-2,Spadowa Kopa
M-34-101-A-c-4-3-2,Szeroki Zagon
M-34-101-A-c-4-3-2,Tomkowe Igły
M-34-101-A-c-4-3-2,Wąski Zagon
M-34-101-A-c-4-3-1,Wielka Rogata Szczerbina
M-34-101-A-c-4-3-1,Wielka Wołowa Szczerbina
M-34-101-A-c-4-3-1,Wołowa Turnia
M-34-101-A-c-4-3-1,Wołowa Płaśń
M-34-101-A-c-4-3-1,Wołowy Grzbiet
M-34-101-A-c-4-3-1,Czarnostawiański Kocioł
M-34-101-A-c-4-3-1,Zadni Piarg
M-34-101-A-c-4-3-2,Żabi Koń
M-34-101-A-c-4-3-1,Żabia Mięguszowiecka Przełęcz
M-34-101-A-c-4-3-2,Żabia Przełęcz
M-34-101-A-c-4-3-2,Żabia Przełęcz Wyżnia
M-34-101-A-c-4-3-1,Żabia Turnia Mięguszowiecka
M-34-101-A-c-4-3-2,Szpara pod Rysami
M-34-101-A-c-4-3-2,Rysa
M-34-101-A-c-4-3-1,Wschodni Wołowy Róg
M-34-101-A-c-4-3-1,Zachodni Wołowy Róg
M-34-101-A-c-4-3-1,Wyżnie Hińczowe Wrótka
M-34-101-A-c-4-3-1,Niżnie Hińczowe Wrótka
M-34-101-A-c-4-3-1,Hińczowa Szczerbina
M-34-101-A-c-4-3-1,Rogata Turniczka
M-34-101-A-c-4-3-2,Górny Koń
M-34-101-A-c-4-3-2,Dolny Koń
M-34-101-A-c-4-3-2,Zachodnia Turnia nad Żabią Przełęczą
M-34-101-A-c-4-3-2,Wschodnia Turnia nad Żabią Przełęczą
M-34-101-A-c-4-3-2,Wyżnia Tomkowa Przełączka
M-34-101-A-c-4-3-2,Zadnia Tomkowa Igła
M-34-101-A-c-4-3-2,Niżnia Tomkowa Przełączka
M-34-101-A-c-4-3-2,Skrajna Tomkowa Igła
M-34-101-A-c-4-3-2,Pośrednia Turnia nad Żabią Przełęczą
M-34-101-A-c-4-3-1,Sanktuarium
M-34-101-A-c-4-3-1,Wyżni Bańdzioch
M-34-101-A-c-4-3-2,Spadowe Siodło
M-34-101-A-c-4-3-2,Klimkowe Baszty
M-34-101-A-c-4-3-2,Ślimakowe Turnie
M-34-101-A-c-4-3-1,Wołowa Galeria
M-34-101-A-c-4-3-1,Zachód Grońskiego
M-34-101-A-c-4-3-1,Wołowa Kotlinka
M-34-101-A-c-4-3-1,Komin Stanisławskiego
M-34-101-A-c-4-3-1,Rogata Grań
M-34-101-A-c-4-3-1,Wołowe Rogi
M-34-101-A-c-4-3-1,Czarnostawiańska Kopa
M-34-101-A-c-4-3-1,Wołowa Przehyba
M-34-101-A-c-4-3-1,Czarnostawiańska Strażnica
M-34-101-A-c-4-3-1,Hińczowy Zwornik
M-34-101-A-c-4-3-1,Wołowa Kazalnica
M-34-101-A-c-4-3-2,Kotlinka pod Żabim Koniem
M-34-101-A-c-4-3-2,Spadowa Turniczka
M-34-101-A-c-4-3-2,Prawa Depresja
M-34-101-A-c-4-3-2,Płyty Pilcha
M-34-101-A-c-4-3-2,Prawy Kocioł
M-34-101-A-c-4-3-2,Grzęda Heiricha
M-34-101-A-c-4-3-2,Półka Staszla
M-34-101-A-c-4-3-2,Okap Skłodowskiego
M-34-101-A-c-4-3-2,Czołówka Kopy Spadowej
M-34-101-A-c-4-3-2,Romb
M-34-101-A-c-4-3-2,Długi Okap
M-34-101-A-c-4-3-2,Grzęda Rysów
M-34-101-A-c-4-3-2,Dziewiczy Żleb
M-34-101-A-c-4-3-2,Żleb Orłowskiego
M-34-101-A-c-4-3-2,Płyta Skłodowskiego
M-34-101-A-c-4-3-1,Wyrwa Worwy
M-34-101-A-c-4-3-1,Czarnostawiańskie Siodełko
M-34-101-A-c-4-3-1,Niżni Czarnostawiański Przechód
M-34-101-A-c-4-3-1,Wiszący Kociołek
M-34-101-A-c-4-3-1,Galeryjka
M-34-101-A-c-4-3-1,Wyżni Czarnostawiański Przechód
M-34-101-A-c-4-3-1,Hińczowa Przehyba
M-34-101-A-c-4-3-1,Trawers Westfalewicza
M-34-101-A-c-4-3-1,Grzybek
M-34-101-A-c-4-3-1,Wieża Świerza
M-34-101-A-c-4-3-1,Górny Zachód Świerza
M-34-101-A-c-4-3-1,Mięguszowieckie Szczyty
M-34-101-A-c-4-3-1,Lewa Ściekwa
M-34-101-A-c-4-3-1,Filar Orłowskiego
M-34-101-A-c-4-3-1,Dolny Zachód Świerza
M-34-101-A-c-4-3-1,Prawa Ściekwa
M-34-101-A-c-4-3-1,Zachód Komarnickich
M-34-101-A-c-4-3-1,Rynna Komarnickich
M-34-101-A-c-4-3-1,Depresja Mączki
M-34-101-A-c-4-3-1,Taras Sokołowskiego
M-34-101-A-c-4-3-1,Półki Ratowników
M-34-101-A-c-4-3-1,Zacięcie Szczuki
M-34-101-A-c-4-3-1,Dolny Taras
M-34-101-A-c-4-3-2,Depresja Szczepańskiego
M-34-101-A-c-4-3-2,Innominata
M-34-101-A-c-4-3-2,Lewy Kocioł
M-34-101-A-c-4-3-2,Filar Wigilijny
M-34-101-A-c-4-3-2,Zachód Klemensiewicza
M-34-101-A-c-4-3-2,Spadowa Ławka
M-34-101-A-c-4-3-2,Dolny Kocioł
M-34-101-A-c-4-3-2,Wyżnia Spadowa Ławka
M-34-101-A-c-4-3-2,Mały Wołowy Żleb
M-34-101-A-c-4-3-1,Filar Wołowego Grzbietu
M-34-101-A-c-4-3-1,Załupa Aligatora
M-34-101-A-c-4-3-1,Komin Węgrzynowicza
M-34-101-A-c-4-3-2,Wielki Wołowy Żleb
M-34-101-A-c-4-3-1,Wołowy Przechód
M-34-101-A-c-4-3-1,Mały Wołowy Róg
M-34-101-A-c-4-3-2,Filar Grońskiego
M-34-101-A-c-4-3-2,Komin Węgrzynowicza
M-34-101-A-c-4-3-1,Zachód Ratowników
M-34-101-A-c-4-3-1,Siodło za Kazalnicą
M-34-101-A-c-4-3-1,Filar Świerza
M-34-101-A-c-3-2-1,Brzuchaty Piarg
M-34-101-A-c-3-2-4,Ciemnosmreczyńska Przełączka
M-34-101-A-c-3-2-4,Ciemnosmreczyńska Turnia
M-34-101-A-c-3-2-4,Cubryna
M-34-101-A-c-3-2-1,Czerwony Piarg
M-34-101-A-c-3-2-4,Dolina za Mnichem
M-34-101-A-c-3-2-3,Dziurawy Kopiniec
M-34-101-A-c-3-2-3,Głaźna Czuba
M-34-101-A-c-3-2-3,Głaźne Wrótka
M-34-101-A-c-3-2-4,Hala za Mnichem
M-34-101-A-c-3-2-4,Hińczowa Przełęcz
M-34-101-A-c-3-2-2,Hruby Piarg
M-34-101-A-c-3-2-2,Kieszonki
M-34-101-A-c-3-2-2,Kieszonkowe Turnie
M-34-101-A-c-3-2-4,Kirowe Kopki
M-34-101-A-c-3-2-2,Kirowy Upłaz
M-34-101-A-c-3-2-4,Kopa nad Wrotami
M-34-101-A-c-3-2-1,Liliowe
M-34-101-A-c-3-2-4,Liliowe
M-34-101-A-c-3-2-1,Przełęcz Liptowska Ławka Niżnia
M-34-101-A-c-3-2-1,Przełęcz Liptowska Ławka Wyżnia
M-34-101-A-c-3-2-3,Liptowskie Mury
M-34-101-A-c-3-2-1,Liptowskie Mury
M-34-101-A-c-3-2-4,Mała Cubryńska Galeria
M-34-101-A-c-3-2-2,Marchwiczna Przełęcz
M-34-101-A-c-3-2-2,Marchwiczne
M-34-101-A-c-3-2-2,Miedziane
M-34-101-A-c-3-2-2,Miedziane Góry
M-34-101-A-c-3-2-2,Miedziane Kochy
M-34-101-A-c-3-2-1,Miedziany Kostur
M-34-101-A-c-3-2-1,Miedziany Upłaz
M-34-101-A-c-3-2-4,Mięguszowiecka Turnia
M-34-101-A-c-3-2-4,Mnich
M-34-101-A-c-3-2-4,Mnichowa Kopa
M-34-101-A-c-3-2-4,Mnichowe Plecy
M-34-101-A-c-3-2-4,Mnichowy Kocioł
M-34-101-A-c-3-2-4,Mnichowy Piarg
M-34-101-A-c-3-2-2,Mnichowy Potok
M-34-101-A-c-3-2-4,Mnichowy Potok
M-34-101-A-c-3-2-4,Mniszek
M-34-101-A-c-3-2-3,Stawek na Kopkach
M-34-101-A-c-3-2-2,Niedźwiedź
M-34-101-A-c-3-2-1,Niżni Liptowski Kostur
M-34-101-A-c-3-2-4,Niżni Staw Staszica
M-34-101-A-c-3-2-2,Opalony Wierch
M-34-101-A-c-3-2-1,Dolina Pięciu Stawów Polskich
M-34-101-A-c-3-2-2,Płaśń pod Mnichem
M-34-101-A-c-3-2-4,Przełączka pod Zadnim Mnichem
M-34-101-A-c-3-2-4,Przełęcz nad Wrotami
M-34-101-A-c-3-2-2,Szeroki Piarg
M-34-101-A-c-3-2-1,Szpiglasowa Przełęcz
M-34-101-A-c-3-2-3,Szpiglasowa Turniczka
M-34-101-A-c-3-2-1,Szpiglasowe Kopki
M-34-101-A-c-3-2-1,Szpiglasowe Perci
M-34-101-A-c-3-2-1,Szpiglasowe Stawki
M-34-101-A-c-3-2-3,Szpiglasowy Kopiniec
M-34-101-A-c-3-2-3,Szpiglasowy Wierch
M-34-101-A-c-3-2-2,Tatry Wschodnie
M-34-101-A-c-3-2-4,Wielka Cubryńska Galeria
M-34-101-A-c-3-2-3,Wrota Chałubińskiego
M-34-101-A-c-3-2-1,Wyżni Liptowski Kostur
M-34-101-A-c-3-2-4,Wyżni Staw Staszica
M-34-101-A-c-3-2-2,Wyżnie Dziady
M-34-101-A-c-3-2-4,Wyżnie Mnichowe Stawki
M-34-101-A-c-3-2-3,Wyżnie Szpiglasowe Wrótka
M-34-101-A-c-3-2-4,Zadni Mnich
M-34-101-A-c-3-2-4,Zadni Mnichowy Piarg
M-34-101-A-c-3-2-4,Zadni Mnichowy Stawek
M-34-101-A-c-3-2-4,Zadnia Cubryńska Galeria
M-34-101-A-c-3-2-4,Żleb pod Mnichem
M-34-101-A-c-3-2-4,Cubryńska Dziura Pierwsza
M-34-101-A-c-3-2-4,Cubryńska Dziura Druga
M-34-101-A-c-3-2-4,Cubryńska Dziura Trzecia
M-34-101-A-c-3-2-2,Dziura w Miedzianym Kosturze Pierwsza
M-34-101-A-c-3-2-2,Dziura w Miedzianym Kosturze Druga
M-34-101-A-c-3-2-4,Jaskinia przy Studni w Mnichu
M-34-101-A-c-3-2-4,Studnia w Mnichu
M-34-101-A-c-3-2-4,Mnichowy Komin
M-34-101-A-c-3-2-4,Studnia przy Mnichowym Kominie
M-34-101-A-c-3-2-3,Studnia w Dziurawej Czubie
M-34-101-A-c-3-2-4,Ministrant
M-34-101-A-c-3-2-4,Wyżnia Mnichowa Przełączka
M-34-101-A-c-3-2-4,Niżnia Mnichowa Przełączka
M-34-101-A-c-3-2-4,Wyżnia Mnichowa Płaśń
M-34-101-A-c-3-2-4,Mięguszowiecka Turniczka
M-34-101-A-c-3-2-3,Niżnia Przełęcz nad Wrotami
M-34-101-A-c-3-2-4,Turnia nad Wrotami
M-34-101-A-c-3-2-4,Przełęcz nad Wrotami
M-34-101-A-c-3-2-4,Wyżnia Przełęcz nad Wrotami
M-34-101-A-c-3-2-4,Nadspady
M-34-101-A-c-3-2-4,Cubryński Żleb
M-34-101-A-c-3-2-4,Kazalnica Cubryńska
M-34-101-A-c-3-2-4,Ucho
M-34-101-A-c-3-2-4,Żelazko
M-34-101-A-c-3-2-4,Mały Bańdzioch
M-34-101-A-c-3-2-4,Turnia Zwornikowa Cubryny
M-34-101-A-c-3-2-2,Miedziana Turnia
M-34-101-A-c-3-2-2,Miedziany Słup
M-34-101-A-c-3-2-4,Ku Organistowi
M-34-101-A-c-3-2-2,Czerwona Turniczka
M-34-101-A-c-3-2-4,Ramię Cubryny
M-34-101-A-c-3-2-4,Murzańska Bula
